,user_id,movie_id,rating,timestamp,gender,age,occupation,zip,title,genres,for_testing
623584,2785,2805,2,972988668,M,56,13,29928,Mickey Blue Eyes (1999),Comedy|Romance,False
452487,3715,2080,5,966266398,M,18,5,55428,Lady and the Tramp (1955),Animation|Children's|Comedy|Musical|Romance,False
622342,4489,2643,2,965010885,M,18,4,78613,Superman IV: The Quest for Peace (1987),Action|Adventure|Sci-Fi,False
291485,3751,2890,5,966128909,F,35,12,55555,Three Kings (1999),Drama|War,False
257249,5874,2428,2,957564847,M,25,4,01002,"Faculty, The (1998)",Horror|Sci-Fi,False
427189,4140,1257,3,965350607,M,25,0,32112,Better Off Dead... (1985),Comedy,False
572637,4227,708,3,965319070,M,25,19,11414-2520,"Truth About Cats & Dogs, The (1996)",Comedy|Romance,False
353403,4658,1221,5,963878607,M,25,4,99163,"Godfather: Part II, The (1974)",Action|Crime|Drama,False
807143,5054,2065,3,962487751,M,35,2,20818,"Purple Rose of Cairo, The (1985)",Comedy|Drama|Romance,False
289451,272,1729,4,976693923,M,18,0,80302,Jackie Brown (1997),Crime|Drama,False
907781,4647,3201,5,963971416,M,35,20,80222,Five Easy Pieces (1970),Drama,False
856640,830,3555,2,975367494,M,35,7,60657,U-571 (2000),Action|Thriller,False
973532,1675,3401,3,974711924,F,25,6,97116,Baby... Secret of the Lost Legend (1985),Adventure|Sci-Fi,False
744607,5156,3708,3,961946393,M,18,14,10024,Firestarter (1984),Horror|Thriller,False
120865,2761,1265,3,973149720,M,35,6,80917,Groundhog Day (1993),Comedy|Romance,False
368428,4979,1274,4,962601902,M,35,2,55423,Akira (1988),Adventure|Animation|Sci-Fi|Thriller,False
336597,3067,3685,4,970003116,F,25,0,02148,Prizzi's Honor (1985),Comedy|Drama|Romance,False
231134,4697,1535,5,983839630,M,18,10,79605,Love! Valour! Compassion! (1997),Drama|Romance,False
546734,117,2105,4,977502244,M,25,17,33314,Tron (1982),Action|Adventure|Fantasy|Sci-Fi,False
313434,4869,497,3,962816922,F,45,6,04578,Much Ado About Nothing (1993),Comedy|Romance,False
259432,2173,2716,3,974611339,M,50,13,87502,Ghostbusters (1984),Comedy|Horror,False
202271,3648,1378,5,1002817997,M,18,4,85210,Young Guns (1988),Action|Comedy|Western,False
177890,192,356,4,977023803,M,18,1,10977,Forrest Gump (1994),Comedy|Romance|War,False
518491,2529,898,4,974060491,F,35,9,95903,"Philadelphia Story, The (1940)",Comedy|Romance,False
834032,3526,2471,4,966906606,M,35,2,62263-3004,Crocodile Dundee II (1988),Adventure|Comedy,False
284,1019,1193,5,975009705,M,35,1,60640,One Flew Over the Cuckoo's Nest (1975),Drama,False
753535,2860,3424,5,974149671,M,35,17,20009,Do the Right Thing (1989),Comedy|Drama,False
569558,5345,441,4,960672577,F,25,17,80003,Dazed and Confused (1993),Comedy,False
972105,4725,2835,3,963370012,M,35,5,96707-1321,Chill Factor (1999),Action|Thriller,False
284967,3487,2959,5,967057828,M,18,4,60611,Fight Club (1999),Drama,False
902969,5888,2112,2,957534487,M,25,20,64114,Grand Canyon (1991),Crime|Drama,False
467989,5788,765,1,958110279,M,25,0,92646,Jack (1996),Comedy|Drama,False
895767,4227,188,1,965324011,M,25,19,11414-2520,"Prophecy, The (1995)",Horror,False
61808,4430,647,1,965102741,F,25,0,94403,Courage Under Fire (1996),Drama|War,False
198394,4126,1049,3,973570646,M,25,17,53188,"Ghost and the Darkness, The (1996)",Action|Adventure,False
883314,101,376,4,977579014,F,18,3,33314,"River Wild, The (1994)",Action|Thriller,False
710005,2751,2134,4,973197869,F,25,16,28120,Weird Science (1985),Comedy,False
688921,5623,1327,3,959092515,M,25,11,84109,"Amityville Horror, The (1979)",Horror,False
267571,928,2291,5,975194118,F,56,16,98199,Edward Scissorhands (1990),Drama|Romance,False
16190,1884,1035,3,975738143,M,45,20,93108,"Sound of Music, The (1965)",Musical,False
19205,2907,2018,3,971840955,F,35,5,12345,Bambi (1942),Animation|Children's,False
352781,2486,1221,5,974143004,M,18,12,98105,"Godfather: Part II, The (1974)",Action|Crime|Drama,False
489373,1087,858,5,990546779,M,25,16,08826,"Godfather, The (1972)",Action|Crime|Drama,False
276538,3491,2159,4,967047851,M,25,16,28542,Henry: Portrait of a Serial Killer (1990),Crime|Horror,False
693958,3569,1350,5,966741729,F,18,2,48823,"Omen, The (1976)",Horror,False
533056,1974,541,5,974685192,M,35,17,12159,Blade Runner (1982),Film-Noir|Sci-Fi,False
530676,4884,1215,4,962744400,M,35,14,90266,Army of Darkness (1993),Action|Adventure|Comedy|Horror|Sci-Fi,False
591417,1556,2976,3,978929695,M,18,4,48073,Bringing Out the Dead (1999),Drama|Horror,False
683257,3193,1591,2,968645999,M,25,0,92019,Spawn (1997),Action|Adventure|Sci-Fi|Thriller,False
43890,832,1961,4,975362492,M,18,2,19464,Rain Man (1988),Drama,False
373706,8,253,5,978230943,M,25,12,11413,Interview with the Vampire (1994),Drama|Horror,False
359333,2073,2702,3,974658578,F,18,4,13148,Summer of Sam (1999),Drama,False
987676,3778,1382,2,966048477,M,25,0,61832,Marked for Death (1990),Action|Drama,False
990286,3751,3372,3,966129005,F,35,12,55555,"Bridge at Remagen, The (1969)",Action|War,False
568538,3018,440,4,970607075,M,35,0,45242,Dave (1993),Comedy|Romance,False
244507,3393,1617,3,967496082,M,35,12,60563,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller,False
177583,4328,1244,5,965242689,M,50,3,75650,Manhattan (1979),Comedy|Drama|Romance,False
850799,1019,1353,1,994516868,M,35,1,60640,"Mirror Has Two Faces, The (1996)",Comedy|Romance,False
955900,1266,3720,4,974863530,M,25,4,18104,Sunshine (1999),Drama,False
814141,3792,3787,3,973870855,M,25,6,68108,Shower (Xizhao) (1999),Comedy,False
926567,5205,2448,1,961640014,M,25,1,02908,Virus (1999),Horror|Sci-Fi,False
626415,3118,1179,4,969401586,M,25,0,77025,"Grifters, The (1990)",Crime|Drama|Film-Noir,False
654856,2047,158,3,974672623,M,1,10,06437,Casper (1995),Adventure|Children's,False
750154,3885,1218,4,965811817,M,25,12,92728,"Killer, The (Die xue shuang xiong) (1989)",Action|Thriller,False
905973,1004,2365,3,975041607,M,25,3,95136,King Kong vs. Godzilla (Kingukongu tai Gojira) (1962),Action|Sci-Fi,False
427041,2638,1257,1,980118837,M,25,14,06405,Better Off Dead... (1985),Comedy,False
334324,1094,3536,4,974929984,F,18,0,92626,Keeping the Faith (2000),Comedy|Romance,False
51978,4379,1207,4,965180060,M,25,4,27278,To Kill a Mockingbird (1962),Drama,False
586014,1246,3354,3,1021853013,M,18,4,98225,Mission to Mars (2000),Sci-Fi,False
724641,741,1991,4,975474140,M,25,5,44095,Child's Play (1988),Horror,False
744253,2088,3634,4,974660073,M,50,7,60618,Seven Days in May (1964),Thriller,False
108700,2844,2858,4,972530601,M,25,20,87103,American Beauty (1999),Comedy|Drama,False
267243,5448,3163,4,959965214,M,45,19,60626,Topsy-Turvy (1999),Drama,False
979272,1941,3839,1,989281605,M,35,17,94550,Phantasm IV: Oblivion (1998),Horror,False
622236,2796,2643,1,997321596,M,25,14,92104,Superman IV: The Quest for Peace (1987),Action|Adventure|Sci-Fi,False
41945,940,1,4,975174566,M,1,10,76240,Toy Story (1995),Animation|Children's|Comedy,False
266343,3457,1704,5,977503198,M,25,20,19083,Good Will Hunting (1997),Drama,False
850319,1124,2540,3,974912093,M,25,2,60156,"Corruptor, The (1999)",Action|Crime|Drama|Thriller,False
544754,1120,1302,4,1037338393,M,18,4,95616,Field of Dreams (1989),Drama,False
524763,1317,3175,4,974780000,M,45,7,98028,Galaxy Quest (1999),Adventure|Comedy|Sci-Fi,False
696593,2023,2836,3,996517537,M,18,4,56001,Outside Providence (1999),Comedy,False
949758,808,1992,3,975393051,M,25,7,85226,Child's Play 2 (1990),Horror,False
30696,4945,1097,4,962643539,M,50,0,62234,E.T. the Extra-Terrestrial (1982),Children's|Drama|Fantasy|Sci-Fi,False
796620,3504,3730,2,969396096,M,18,7,02215,"Conversation, The (1974)",Drama|Mystery,False
967500,1088,3950,4,1032648503,F,1,10,98103,Tigerland (2000),Drama,False
866054,3519,305,2,969989768,F,25,14,11215,Ready to Wear (Pret-A-Porter) (1994),Comedy,False
428908,5553,3363,3,959457217,M,35,3,29425,American Graffiti (1973),Comedy|Drama,False
442294,687,2140,5,975691577,F,25,7,14136,"Dark Crystal, The (1982)",Children's|Fantasy|Sci-Fi,False
160781,2745,457,4,973220644,F,35,1,30345,"Fugitive, The (1993)",Action|Thriller,False
649803,1922,1748,4,974695445,F,25,7,94303,Dark City (1998),Film-Noir|Sci-Fi|Thriller,False
52254,6037,1207,5,956709303,F,45,1,76006,To Kill a Mockingbird (1962),Drama,False
104584,5787,589,4,958109598,M,25,20,90802,Terminator 2: Judgment Day (1991),Action|Sci-Fi|Thriller,False
648560,4104,2613,3,965409158,M,18,16,42141,Night of the Comet (1984),Action|Horror|Sci-Fi,False
103835,3885,589,3,965810605,M,25,12,92728,Terminator 2: Judgment Day (1991),Action|Sci-Fi|Thriller,False
283232,1390,1500,4,1012862732,M,35,16,99352,Grosse Pointe Blank (1997),Comedy|Crime,False
543699,3274,2393,3,979766215,M,25,20,02062,Star Trek: Insurrection (1998),Action|Sci-Fi,False
831996,531,1895,2,978972703,F,18,14,22206,Can't Hardly Wait (1998),Comedy|Drama|Romance,False
492719,4561,351,4,964498140,F,25,9,84037,"Corrina, Corrina (1994)",Comedy|Drama|Romance,False
778495,1285,2262,5,975458021,M,35,4,98125,About Last Night... (1986),Comedy|Drama|Romance,False
34648,1716,1566,5,974708858,M,25,0,43229,Hercules (1997),Adventure|Animation|Children's|Comedy|Musical,False
816244,5448,3504,5,960052558,M,45,19,60626,Network (1976),Comedy|Drama,False
379918,1807,555,5,974739559,M,18,17,20742,True Romance (1993),Action|Crime|Romance,False
832946,943,2432,4,975170206,F,45,12,08033,Stepmom (1998),Drama,False
520396,4593,1135,3,964239636,F,45,1,43202,Private Benjamin (1980),Comedy,False
992768,3519,49,5,967574280,F,25,14,11215,When Night Is Falling (1995),Drama|Romance,False
924045,2478,1939,3,974328845,M,50,1,37922,"Best Years of Our Lives, The (1946)",Drama|War,False
544154,1698,3198,5,975883064,M,35,2,97214,Papillon (1973),Drama,False
591549,3159,2976,4,968879831,F,25,15,15213,Bringing Out the Dead (1999),Drama|Horror,False
892805,1340,2606,1,976658639,M,25,7,14302,Idle Hands (1999),Comedy|Horror,False
338155,4808,1007,3,962944748,M,35,0,96707-1321,"Apple Dumpling Gang, The (1975)",Children's|Comedy|Western,False
775873,1306,852,4,1016778619,M,25,3,64068,Tin Cup (1996),Comedy|Romance,False
259986,3679,2716,5,966448155,M,25,4,68108,Ghostbusters (1984),Comedy|Horror,False
288627,4600,1653,3,967476233,M,25,0,46240,Gattaca (1997),Drama|Sci-Fi|Thriller,False
528853,2489,2012,3,974144306,F,35,9,37843,Back to the Future Part III (1990),Comedy|Sci-Fi|Western,False
324736,4177,2406,4,965338055,M,35,17,90680,Romancing the Stone (1984),Action|Adventure|Comedy|Romance,False
420534,146,3359,5,979940868,F,35,20,10954,Breaking Away (1979),Drama,False
469083,3283,1009,2,968122096,M,35,16,66208,Escape to Witch Mountain (1975),Adventure|Children's|Fantasy,False
995792,4238,61,3,965347673,M,35,16,44691,Eye for an Eye (1996),Drama|Thriller,False
716017,518,2671,4,980870249,F,35,12,75240,Notting Hill (1999),Comedy|Romance,False
440904,5759,592,3,958254663,F,25,1,08904,Batman (1989),Action|Adventure|Crime|Drama,False
894647,1203,307,4,974926866,F,25,1,06417,Three Colors: Blue (1993),Drama,False
394673,3512,3298,3,971661477,M,18,17,02140,Boiler Room (2000),Drama,False
151034,5990,1955,4,956870342,F,25,20,90046,Kramer Vs. Kramer (1979),Drama,False
822449,3428,2183,4,991021050,M,45,1,47933,"Man Who Knew Too Much, The (1956)",Thriller,False
672870,4028,1391,5,965514207,M,25,4,02140,Mars Attacks! (1996),Action|Comedy|Sci-Fi|War,False
300491,3410,1449,5,976048513,M,35,1,20653,Waiting for Guffman (1996),Comedy,False
52619,822,2028,4,975469199,F,25,1,07666,Saving Private Ryan (1998),Action|Drama|War,False
977101,314,3281,2,976751922,F,56,9,46911,"Brandon Teena Story, The (1998)",Documentary,False
539877,5015,1220,5,962585104,M,35,6,92672,"Blues Brothers, The (1980)",Action|Comedy|Musical,False
45876,979,2692,4,979495898,M,1,10,48073,Run Lola Run (Lola rennt) (1998),Action|Crime|Romance,False
215478,5061,1214,4,962495482,F,18,19,05070,Alien (1979),Action|Horror|Sci-Fi|Thriller,False
133968,1354,1198,5,974775873,F,25,2,94040,Raiders of the Lost Ark (1981),Action|Adventure,False
382939,3792,2686,4,967123626,M,25,6,68108,"Red Violin, The (Le Violon rouge) (1998)",Drama|Mystery,False
475866,602,1376,5,975878073,F,56,6,14612,Star Trek IV: The Voyage Home (1986),Action|Adventure|Sci-Fi,False
570993,2609,481,4,973726125,F,50,12,55391,Kalifornia (1993),Drama|Thriller,False
241929,2945,296,5,971299485,F,35,17,89507,Pulp Fiction (1994),Crime|Drama,False
981641,1926,1646,2,974695278,F,1,0,95404,Rocket Man (1997),Comedy,False
828729,6039,1086,4,956706182,F,45,0,01060,Dial M for Murder (1954),Mystery|Thriller,False
273203,5365,2580,4,960502501,M,18,12,90250,Go (1999),Crime,False
20616,1932,2797,3,974705484,M,25,7,94114,Big (1988),Comedy|Fantasy,False
806912,1884,2065,3,974700924,M,45,20,93108,"Purple Rose of Cairo, The (1985)",Comedy|Drama|Romance,False
537364,5664,3189,3,958763539,M,18,4,48363,My Dog Skip (1999),Comedy,False
677508,3147,466,2,968965462,M,25,14,49355,Hot Shots! Part Deux (1993),Action|Comedy|War,False
996680,1680,1549,2,974715756,M,25,20,95380,Rough Magic (1995),Drama|Romance,False
282052,2064,2599,5,974666137,M,35,1,01020,Election (1999),Comedy,False
153053,533,163,4,976208503,M,25,12,27514,Desperado (1995),Action|Romance|Thriller,False
365000,1097,161,4,974929385,M,18,17,92109,Crimson Tide (1995),Drama|Thriller|War,False
108813,3057,2858,5,970073536,F,25,12,55438,American Beauty (1999),Comedy|Drama,False
111658,5433,1225,4,960242735,F,35,17,45014,Amadeus (1984),Drama,False
100642,195,3471,3,1033954604,M,25,12,10458,Close Encounters of the Third Kind (1977),Drama|Sci-Fi,False
858420,4715,3802,3,963507076,M,25,2,97205,Freejack (1992),Action|Sci-Fi,False
391127,4390,2699,3,965163562,M,25,0,11201,Arachnophobia (1990),Action|Comedy|Sci-Fi|Thriller,False
926025,5509,1187,3,959721350,M,25,0,11215,Passion Fish (1992),Drama,False
147688,5111,1953,4,962332491,M,35,2,78006,"French Connection, The (1971)",Action|Crime|Drama|Thriller,False
371458,5178,1711,3,961997316,M,50,0,45420,Midnight in the Garden of Good and Evil (1997),Comedy|Crime|Drama|Mystery,False
204789,4321,1304,5,965255114,M,45,7,80525,Butch Cassidy and the Sundance Kid (1969),Action|Comedy|Western,False
233005,402,2770,3,976296474,M,25,11,55427,Bowfinger (1999),Comedy,False
810325,1912,2922,2,1041974331,M,25,4,91325,Hang 'em High (1967),Western,False
881416,3834,419,4,966406405,M,18,2,02322,"Beverly Hillbillies, The (1993)",Comedy,False
300476,3065,1449,5,970002929,F,18,4,48135,Waiting for Guffman (1996),Comedy,False
64253,4523,648,3,964819554,M,18,2,55304,Mission: Impossible (1996),Action|Adventure|Mystery,False
528075,4556,2011,3,964628822,M,45,16,55011,Back to the Future Part II (1989),Comedy|Sci-Fi,False
876078,3591,2531,4,966644061,M,35,6,96158,Battle for the Planet of the Apes (1973),Action|Sci-Fi,False
427581,2032,1831,5,974672525,M,50,14,44614,Lost in Space (1998),Action|Sci-Fi|Thriller,False
681291,4808,2020,3,962957494,M,35,0,96707-1321,Dangerous Liaisons (1988),Drama|Romance,False
388776,2888,1673,3,972062694,M,25,14,55438,Boogie Nights (1997),Drama,False
279395,3018,2734,3,970607658,M,35,0,45242,"Mosquito Coast, The (1986)",Drama,False
225729,5026,1240,4,962582467,M,25,17,92584,"Terminator, The (1984)",Action|Sci-Fi|Thriller,False
399049,5142,3301,5,962041687,M,25,1,92101,"Whole Nine Yards, The (2000)",Comedy|Crime,False
992556,5107,2885,3,962338783,F,45,0,08081,Guinevere (1999),Drama|Romance,False
551290,920,1676,5,975221371,M,18,4,92173,Starship Troopers (1997),Action|Adventure|Sci-Fi|War,False
105720,3226,3654,4,968436601,M,35,4,10027,"Guns of Navarone, The (1961)",Action|Drama|War,False
352261,588,1221,3,975937556,F,25,11,23220,"Godfather: Part II, The (1974)",Action|Crime|Drama,False
281348,1164,1794,2,1021670465,F,25,19,90020,Love and Death on Long Island (1997),Comedy|Drama,False
289984,4516,1729,5,964857278,M,18,4,53142,Jackie Brown (1997),Crime|Drama,False
608315,3997,2273,4,965579203,M,35,17,45255,Rush Hour (1998),Action|Thriller,False
474711,1688,1375,3,974711002,F,18,4,34243,Star Trek III: The Search for Spock (1984),Action|Adventure|Sci-Fi,False
183010,4064,3421,4,965477110,M,45,0,20851,Animal House (1978),Comedy,False
845393,2664,2815,3,973456230,M,35,7,52402,Iron Eagle (1986),Action|War,False
632357,1733,2668,3,1001273567,M,18,14,43725,Swamp Thing (1982),Horror|Sci-Fi,False
247160,5880,1909,3,958405369,M,25,1,08904,"X-Files: Fight the Future, The (1998)",Mystery|Sci-Fi|Thriller,False
461736,3635,3037,4,966516400,M,50,1,60062,Little Big Man (1970),Comedy|Drama|Western,False
820279,5733,1295,5,994140269,M,25,4,48109,"Unbearable Lightness of Being, The (1988)",Drama,False
873368,3942,1981,1,966787769,M,18,4,49855,Friday the 13th Part VIII: Jason Takes Manhattan (1989),Horror,False
665092,1182,1876,2,974918201,M,1,10,91326,Deep Impact (1998),Action|Drama|Sci-Fi|Thriller,False
729042,2928,3917,3,971555996,M,25,2,90068,Hellraiser (1987),Horror,False
481657,877,344,2,975271189,M,25,0,90631,Ace Ventura: Pet Detective (1994),Comedy,False
995756,1680,61,3,974843382,M,25,20,95380,Eye for an Eye (1996),Drama|Thriller,False
173582,943,318,5,1000166278,F,45,12,08033,"Shawshank Redemption, The (1994)",Drama,False
326830,777,1030,1,975956053,M,18,19,87543,Pete's Dragon (1977),Adventure|Animation|Children's|Musical,False
738445,3055,903,4,970338647,F,25,3,98501,Vertigo (1958),Mystery|Thriller,False
443936,1390,1345,4,1018908152,M,35,16,99352,Carrie (1976),Horror,False
714786,42,185,3,978039711,M,25,8,24502,"Net, The (1995)",Sci-Fi|Thriller,False
922162,2316,1707,3,974477692,M,35,0,13207,Home Alone 3 (1997),Children's|Comedy,False
262735,2778,162,5,973988732,M,56,13,94025,Crumb (1994),Documentary,False
200356,4408,1266,5,965154569,F,45,2,19033,Unforgiven (1992),Western,False
542825,3746,3264,2,966137589,M,25,5,54703,Buffy the Vampire Slayer (1992),Comedy|Horror,False
928399,3979,2092,5,965628214,F,50,9,59072,"Return of Jafar, The (1993)",Animation|Children's|Musical,False
365406,4169,161,4,975803932,M,50,0,66048,Crimson Tide (1995),Drama|Thriller|War,False
352827,2634,1221,4,973611335,M,56,1,15701,"Godfather: Part II, The (1974)",Action|Crime|Drama,False
985753,5744,2032,4,960857683,F,25,4,66044,"Barefoot Executive, The (1971)",Children's|Comedy,False
485407,5482,924,4,959865750,M,18,7,10014,2001: A Space Odyssey (1968),Drama|Mystery|Sci-Fi|Thriller,False
740768,3601,3044,4,966641285,F,35,3,95405,Dead Again (1991),Mystery|Romance|Thriller,False
81488,698,3108,5,1015127936,M,18,4,76401,"Fisher King, The (1991)",Comedy|Drama|Romance,False
342946,3317,912,5,967931744,M,25,4,78705,Casablanca (1942),Drama|Romance|War,False
499783,752,2424,2,996518973,F,25,3,97401,You've Got Mail (1998),Comedy|Romance,False
338583,2907,1947,2,971841684,F,35,5,12345,West Side Story (1961),Musical|Romance,False
848751,2164,1480,4,974617606,M,35,0,95826,Smilla's Sense of Snow (1997),Action|Drama|Thriller,False
556232,4788,2706,5,962998843,M,35,7,85331,American Pie (1999),Comedy,False
168528,3216,780,1,968459357,M,35,1,54481,Independence Day (ID4) (1996),Action|Sci-Fi|War,False
492850,531,2405,3,978729155,F,18,14,22206,"Jewel of the Nile, The (1985)",Action|Adventure|Comedy|Romance,False
484804,3421,924,5,967412033,M,45,7,94501,2001: A Space Odyssey (1968),Drama|Mystery|Sci-Fi|Thriller,False
502238,169,3591,4,977210222,M,25,7,55439,Mr. Mom (1983),Comedy|Drama,False
330566,543,597,4,976214661,M,25,5,55057,Pretty Woman (1990),Comedy|Romance,False
501836,6010,953,4,956784305,M,35,0,79606,It's a Wonderful Life (1946),Drama,False
895110,5795,177,2,958149925,M,25,1,92688,Lord of Illusions (1995),Horror,False
700491,134,2502,2,977845712,M,25,0,66212,Office Space (1999),Comedy|Romance,False
635273,4285,3638,4,965283209,M,35,0,62704,Moonraker (1979),Action|Romance|Sci-Fi,False
734909,3715,2642,4,966266158,M,18,5,55428,Superman III (1983),Action|Adventure|Sci-Fi,False
12442,5037,919,5,964756519,M,35,12,11375,"Wizard of Oz, The (1939)",Adventure|Children's|Drama|Musical,False
863298,4819,3251,5,962928337,M,35,18,17350,Agnes of God (1985),Drama|Mystery,False
910744,3824,3811,5,965939892,M,25,17,32308,Breaker Morant (1980),Drama|War,False
230256,199,288,4,977005165,M,18,4,83706,Natural Born Killers (1994),Action|Thriller,False
984280,3177,2151,5,968786751,F,25,6,94132,"Gods Must Be Crazy II, The (1989)",Comedy,False
537263,3301,3189,1,968033952,F,25,2,85719,My Dog Skip (1999),Comedy,False
556788,808,2710,4,975393462,M,25,7,85226,"Blair Witch Project, The (1999)",Horror,False
67350,4839,2628,3,962868848,F,50,6,95014,Star Wars: Episode I - The Phantom Menace (1999),Action|Adventure|Fantasy|Sci-Fi,False
623246,4277,2722,3,965449287,M,35,16,98133,Deep Blue Sea (1999),Action|Sci-Fi|Thriller,False
980188,4064,747,2,965481640,M,45,0,20851,"Stupids, The (1996)",Comedy,False
812793,5960,3341,4,957028225,F,45,0,70460,Born Yesterday (1950),Comedy,False
218657,984,2366,4,975117481,M,50,16,92129,King Kong (1933),Action|Adventure|Horror,False
650636,2807,3927,2,972865383,F,35,11,22043,Fantastic Voyage (1966),Adventure|Sci-Fi,False
698718,1464,3082,4,974756063,M,35,12,75063,"World Is Not Enough, The (1999)",Action|Thriller,False
949840,3808,1992,2,965974199,M,25,7,60010,Child's Play 2 (1990),Horror,False
27440,4094,527,4,965418423,M,25,17,49017,Schindler's List (1993),Drama|War,False
477766,5054,1377,4,1025053074,M,35,2,20818,Batman Returns (1992),Action|Adventure|Comedy|Crime,False
248676,5451,6,4,959933899,F,25,1,98115,Heat (1995),Action|Crime|Thriller,False
632426,3401,2668,1,980113181,M,35,7,76109,Swamp Thing (1982),Horror|Sci-Fi,False
418093,2016,1307,4,974676557,F,56,2,20783,When Harry Met Sally... (1989),Comedy|Romance,False
99998,4901,2490,4,962685571,M,25,7,11228,Payback (1999),Action|Thriller,False
111759,5795,1225,5,958077207,M,25,1,92688,Amadeus (1984),Drama,False
528470,531,2012,3,978646015,F,18,14,22206,Back to the Future Part III (1990),Comedy|Sci-Fi|Western,False
740566,1301,3044,3,974788394,F,25,2,10475,Dead Again (1991),Mystery|Romance|Thriller,False
840657,549,948,5,976121898,M,25,6,53217,Giant (1956),Drama,False
26983,2895,527,5,971987116,M,25,11,07039,Schindler's List (1993),Drama|War,False
428790,4802,3363,5,962991006,M,56,1,40601,American Graffiti (1973),Comedy|Drama,False
95965,4806,3257,4,962936812,M,25,17,90031,"Bodyguard, The (1992)",Action|Drama|Romance|Thriller,False
852228,2205,1620,2,974605826,F,25,7,10016,Kiss the Girls (1997),Crime|Drama|Thriller,False
513503,4194,2003,4,965324265,M,18,4,60637,Gremlins (1984),Comedy|Horror,False
396936,531,300,4,994346730,F,18,14,22206,Quiz Show (1994),Drama,False
322134,3017,357,3,970507538,F,35,9,85255,Four Weddings and a Funeral (1994),Comedy|Romance,False
328983,1094,3072,3,974930036,F,18,0,92626,Moonstruck (1987),Comedy,False
408812,2316,2302,4,974478969,M,35,0,13207,My Cousin Vinny (1992),Comedy,False
995932,533,1899,4,976233324,M,25,12,27514,Passion in the Desert (1998),Adventure|Drama,False
101856,5333,3471,4,1006667279,F,25,7,02332,Close Encounters of the Third Kind (1977),Drama|Sci-Fi,False
271319,631,1923,5,975780586,M,35,17,28601,There's Something About Mary (1998),Comedy,False
798280,2934,2550,3,971498910,F,35,20,91324,"Haunting, The (1963)",Horror|Thriller,False
34857,4658,1566,3,963966786,M,25,4,99163,Hercules (1997),Adventure|Animation|Children's|Comedy|Musical,False
132765,2810,736,5,972838769,F,1,10,64093,Twister (1996),Action|Adventure|Romance|Thriller,False
767572,6007,3441,4,956791903,M,35,17,80537,Red Dawn (1984),Action|War,False
916154,1491,3317,4,984593505,M,18,4,06511,Wonder Boys (2000),Comedy|Drama,False
800852,4447,1208,4,965257522,M,45,5,32953,Apocalypse Now (1979),Drama|War,False
9107,877,2804,5,975270199,M,25,0,90631,"Christmas Story, A (1983)",Comedy|Drama,False
237111,3675,509,2,966365876,M,35,7,06680,"Piano, The (1993)",Drama|Romance,False
941340,1449,2203,4,982855931,M,35,20,17112,Shadow of a Doubt (1943),Film-Noir|Thriller,False
388978,4085,1673,4,965454349,F,25,6,79416,Boogie Nights (1997),Drama,False
319224,692,1171,4,975778928,F,25,0,85207,Bob Roberts (1992),Comedy,False
501436,2820,953,3,972661484,F,35,0,02138,It's a Wonderful Life (1946),Drama,False
559082,5239,3448,5,961442864,M,35,7,07043,"Good Morning, Vietnam (1987)",Comedy|Drama|War,False
951334,5520,3538,4,1026058979,M,45,1,18901,East is East (1999),Comedy,False
393326,1891,223,5,974692222,M,45,1,91335,Clerks (1994),Comedy,False
107278,442,2858,4,976241583,M,25,1,55105,American Beauty (1999),Comedy|Drama,False
93361,272,3255,3,976695631,M,18,0,80302,"League of Their Own, A (1992)",Comedy|Drama,False
984467,1635,3048,2,977112664,M,25,0,97212,Under the Rainbow (1981),Comedy,False
439571,93,592,4,977631607,M,25,17,95825,Batman (1989),Action|Adventure|Crime|Drama,False
941430,3683,2203,4,966350663,M,25,2,30606,Shadow of a Doubt (1943),Film-Noir|Thriller,False
207588,5519,2617,4,959656827,M,35,15,33167,"Mummy, The (1999)",Action|Adventure|Horror|Thriller,False
926977,73,1858,4,977866806,M,18,4,53706,Mr. Nice Guy (1997),Action|Comedy,False
565082,2507,342,5,974076838,M,25,4,94107,Muriel's Wedding (1994),Comedy|Romance,False
686473,3131,1242,4,969235475,F,25,2,90036,Glory (1989),Action|Drama|War,False
39294,3586,2762,4,966692103,M,35,20,60640,"Sixth Sense, The (1999)",Thriller,False
169447,4609,498,4,964163672,F,25,4,53951,Mr. Jones (1993),Drama|Romance,False
566195,802,788,4,975398016,M,25,16,22801,"Nutty Professor, The (1996)",Comedy|Fantasy|Romance|Sci-Fi,False
374190,4079,253,2,990812263,M,35,17,26505,Interview with the Vampire (1994),Drama|Horror,False
775710,4916,1457,1,962676613,M,18,20,85054,Fools Rush In (1997),Comedy|Romance,False
348760,3823,861,4,965944836,M,56,7,93711,Supercop (1992),Action|Thriller,False
867860,4322,1018,3,965251393,F,50,6,75605,That Darn Cat! (1965),Children's|Comedy|Mystery,False
726019,2909,2374,2,971972855,M,25,7,43228,Gung Ho (1986),Comedy|Drama,False
188842,1232,1079,4,974836974,F,18,4,43235,"Fish Called Wanda, A (1988)",Comedy,False
862998,4183,107,4,965330531,M,25,1,91730,Muppet Treasure Island (1996),Adventure|Children's|Comedy|Musical,False
967333,4116,3906,4,983592594,M,35,7,07040,Under Suspicion (2000),Crime,False
